Contract Address,Classification,Detailed Classification,upgradeable_PROXiFY,upgradeable_SWORD
0x5f705b4f5bcbd3a3536b20420cc581cbbe280bff,Unknown,Failed to decompile bytecode,0,1
0x3479b0acf875405d7853f44142fe06470a40f6cc,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0xb0dfd28d3cf7a5897c694904ace292539242f858,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf4bff845c2dd28060cdeacbd21a91cb6d2e7dd4b,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xce2d6adbdf387b5a072d22fa5adc08198db7ce9b,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x0c63dc0f4bf53dcb03e9d595ada89f6e75840ff6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x603ec42623d899f3e34af949cb0b926627f0cdfa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8e65f34ff5925d3d43ad642bee84ac947583a939,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbcac4701684615bc35bd36614cb89c3579f921d5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc1c4cdb91eec502d6cf80d23296c8c6992385714,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x022d88d3d722be1bb9ed2030f54c8ad712951b21,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4a8651f2edd68850b944ad93f2c67af817f39f62,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6355d4f22368bd7b8f961392b94d75b707d19bf2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x535c3c8945e24d523c8b19fb980093619bc81794,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfc04c21a55cffaa1f030b50af91008def1ea06af,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb08fe5debb2838d9f4a91132c3a87678007da9a3,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xe71ffbe60fcfb61235deb2de64e1deb680bc06c9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbef258d30cac1cc193baef4a45fd93fec504f8be,Upgradeable proxy,Implementation address can be modified,1,1
0xa3b5df9d3dfcc87ac9c0766fb964b05ba21483e9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x04745b484a10c46322f7657a2566f0b00f2d4991,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbbde5e482a0760dfa5dbea989d6010b3f140a8bc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x994f94c853d691f5c775e5131fc4a110abeed4a8,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x6854ad6c9e6df6dfc31d16ef6df72b8404fab227,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xeeef30d50a7c6676b260a26a5fbe13e45fd7b5a9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5a753021ce28cbc5a7c51f732ba83873d673d8cc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe09a28771d2580a5e13dfb82491ceaabed6b4706,Upgradeable proxy,Variable local4 assigned outside the fallback function,1,1
0x3c999337844cd0676dd61fc3fab0de382a6f0e15,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd74d34af6bfef8057d5673b4fc5b7728e7ecd3c3,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xa61520f2a20be603dcfbdef3fb616615eeb1e675,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc7adf4fa4a6fc074b6b5847263f8be408c2d19d0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x240fe85447a878f51a74a5dc0b644b4a72587839,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x145f39b3c6e6a885aa6a8fade4ca69d64bab69c8,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xf0358e8c3cd5fa238a29301d0bea3d63a17bedbe,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xac7e5e3b589d55a43d62b90c6b4c4ef28ea35573,Upgradeable proxy,Variable getImplementation assigned outside the fallback function,1,1
0x1021ac3e8fe17619b292e1bdec31a1e809430956,Upgradeable proxy,Variable getProxyImplementation assigned outside the fallback function,1,1
0x95a4492f028aa1fd432ea71146b433e7b4446611,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x01cd10397e79bd0876a529ca55554b25bb21aa64,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa49d7499271ae71cd8ab9ac515e6694c755d400c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf3310e1d7d732d3700ecb5d13f07a566a6c98aa0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4f7df70aed952042b40250654291dd94ff07fbee,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfcc84f7b6d88d671c6a1841549c0b2e70110884f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x371e78676cd8547ef969f89d2ee8fa689c50f86b,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xf3a161f64d292f631e27c4bcc2bca848b515e7f2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x840d872c6aced0dc5ccd72a7c7bf71496bbc6c40,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xbfc13802e19395ceed0257734bb6cc16399daffb,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xda69a858fad81be1098e3b15bef41d9f92a40517,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x52355bc94c821c1fd12d7872315b538a9f62b3ca,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4265972a16e78f8b79f1d16ae66ab1a430259932,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xad1416e480bdfe3f1dabbf5a1ee21fe762aea927,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa6d9d61c6637e8d1ab1f535baabb53e756559cdc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe6990987a860208894ab42cf0e34b0dea1ed866c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1c2aa0016a402143860104ed7ddbdc2e1c0304c4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0d09612364a37e96dc8d574ee9d50b916d3893e1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfc4753af6946be51abcafc21f2a10f9fa328949d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe6d97b2099f142513be7a2a068be040656ae4591,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x11babe4a1dee350ba5b5ad902f1d2c9822a0a98b,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xed2638dfa95d832a0df03ef728ad5689ff566e40,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc1def47cf1e15ee8c2a92f4e0e968372880d18d1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x25821bf53fcc7ba13bfc0f8a57febc380e016f24,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4a22bf1d03fc72b15c59ad38e7e538037144e4a9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf9dccf9d0c93df7d176d3c63374106dc70f2d9ef,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc796331e246ff1d33af8526da30aca9c6755f992,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x965a6fe53b2c8b18f3a293f4538180b608be7b06,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x11804d69acac6ae9466798325fa7de023f63ab53,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x8a3ca1d2d9a05683eb4db447d0e3122fec09d9ee,Not a proxy,No delegatecall found,0,1
0x954b890704693af242613edef1b603825afcd708,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8e45ba65b67674d359eb87364981fa50579a0606,Upgradeable proxy,Variable proxyImplementation assigned outside the fallback function,1,1
0x0e0a82fc5b666c87494b9dfb031ef78424a50ca4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0113597e29949f1f163a43445c5bb326866fa024,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd52eca43e9a65f3a7d52f66c1e6d26b372dffc77,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3da0e01472dee3746b4d324a65d7edfaeca9aa4f,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x3ad4e2f9574b5da2d054505a94fc31ee141c6338,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x008a71f7e69389b0febcbb4ec085215b7685e388,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8b91c3c6363e6e112734a48a7a7080e2e58c9144,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd8c733ac0b2db47bba7af7716eb696e62c417d5b,Not a proxy,No delegatecall found,0,1
0x1d8142cae21a08aa9b63eb3468895086233df45c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4c73347de61d8846bca1a3dc28e127051303b168,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaf93fcce0548d3124a5fc3045adaf1dde4e8bf7e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x39bd31635217c51bf064f302e1d7e7fb847cafbb,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8986ebb1111d47b650bbe37f23576b8f9f4c7ea9,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x6d2fffa3dae1a5f68e13bf4be837eb10078ceeb4,Forward proxy,No assignments to address outside the fallback function,0,0
0xf8950173cb86b4db9d629e4b5d0c6417595467e9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa68b7779504b0ae372ddcc109f8786db9b91e93e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8cb95e919a00d14668936a25d435f20d6917a49f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd8abfa9654009d901ad4af1a2d1ddf2ff0e96525,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9b7fcaebe9a69eceeab72142ed35a238775d179a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x203e97aa6eb65a1a02d9e80083414058303f241e,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x501804b374ef06fa9c427476147ac09f1551b9a0,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x2c238c61e6b0f9a2c0310c1b8edf1955424de083,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0e831be5ed39fa9cac685006d673a5e731967846,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4beb22ac26f79326f37c5432f30e5abbee439813,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2be4d6da2ccb2bc99bd09c2d0e0e1f62785bf3a7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x69d89cad1f79f94eb1cf3e268374c344d7625583,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb7692bbc55c0a8b768e5b523d068b5552fbf7187,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x68c9139805bc945caa12bfd70ff568b5248afd1e,Upgradeable proxy,Variable token_address assigned outside the fallback function,1,1
0x0facdf8718f5f4e445a3368653e448a6bbd2454d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe107ca0ba00aed7f09e41d8adde2f7f640c9b4ee,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5c7150718038d67cf26985a9ef2ea1ef60d8f8f7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5b698af82746f75e9ebc2a9b48a83274768d28f2,Not a proxy,No delegatecall found,0,1
0x78bc5225777ef86b51e437b2f9f8278cf20ebdee,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x59606c507b6a2fbef1f55f04359be6766231b4cc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x71879ed2897033eb9e4f3b94be21ed810f759456,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd1408e5e7bd4836fe154917d8f71a6b52ed158dd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3146fa2f055d18ea39188a7863f095a2a3dadb1c,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xe224dd1b4c9dea41f4150689be56a582ca7fc0a9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x873ed92bbd835b9f68680d4ca45c7fd63b65d37d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6a0fdc0146bd3e265d7dd0a88191c52c00351956,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xce5c03e6009e415b4ccf84f8ab55221a765fb4c3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3baa6b7af0d72006d3ea770ca29100eb848559ae,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xec5c570b1d8816cf47865eba54e924c88a538ecd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3929122b2799b9f76ab908dc0b3c2b9fdafc30e1,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0xdbd47153838034f3fe9dfdc1a7d9c32b72888cfa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1c5db575e2ff833e46a2e9864c22f4b22e0b37c2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1a15628d18cfcff2dceac4b08e40747a093062ea,Forward proxy,No assignments to address outside the fallback function,0,0
0x2561a859630771539831f63119c8110864dd8b3c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0f5bdfd0958345c2e7adb1741024aed6dd159e6c,Not a proxy,No delegatecall found,0,1
0xd541e344a62ef55cfc077765b62ddc86ae16727d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfbf304ba4670622478ab7755058125a8df379826,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x71b9ec42bb3cb40f017d8ad8011be8e384a95fa5,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x0728354818bb61690abdcee7b443f0df7532be0a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc509a0702a618cf7bf958e8e95ad1025e02cee72,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xd94c4f241f0f4ece9f74448d38af94aa7611f049,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2c52f6388349f8eef6aeb554ec35206d42d35a35,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Upgradeable proxy,Implementation address can be modified,1,1
0xe0f8e44d86c43f2c60ea6262cd4e722b02374b03,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x7a60778b4c80ca3369f3ff87754f8143d977071f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xeb98dcdaef4019c422a5b478b13124dae97d6a6c,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xd4dc9053c89a35e3e03a84f5b09136bc4a684a4b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x54b66bd81e24a34ade9ad3a11a1f7e118fd57170,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x4cffc147f4e5d6227d3adba93bba7d8bba124ba5,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xd6e194af3d9674b62d1b30ec676030c23961275e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb98908fc036aeb7f4fba8464da2b2dd9cab777d7,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0xaeda69d8ba576576c9c7a1357395f566e103634f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x12ad79aef31f5a7274523a929870d46a19536136,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xf13f9e75913b352622f8aeea5ac32498b1c228d0,Not a proxy,No delegatecall found,0,1
0x8e53031462e930827a8d482e7d80603b1f86e32d,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x7f16f3333c44c944c2d9b737905bf6442b435299,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x19b72958bbd1b7cb5e58f5764fd9360efa7a4ee6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7d93f36d1f8fd608526d40fb99f844a053c9a695,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0fc52f5e4a40ac846f0f50d9b9a9e4f399cde0c3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbd9c69654b8f3e5978dfd138b00cb0be29f28ccf,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb284a9e35afd4b30909c725004e87fb348d5d252,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xde51788d7113bcf845b62b878bd5ed971a49cf85,Upgradeable proxy,Implementation address can be modified,1,1
0x52d61a0aa88170b6ebdea25be1561e5665e6481b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3e3fe37924c3fbb3301e9259843c0253167112ee,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaf4ae410e417fd72d40cef133d0cbabdc6014cfe,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x08130635368aa28b217a4dfb68e1bf8dc525621c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x89ce39fe632b002258ef3ffacdf1f1f1b1cd68b5,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xb2148183852e8341090c4ecb74c2c6a16aaf33f2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x883bdf3a0e87ad7ea629f1c0e349e3f9afff1e0f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8fca3f80cd8b9d125a85fadfe86c00134e2c7ddb,Not a proxy,No delegatecall found,0,1
0xf1ab611e9c4883b10a8f6f0b5138df02bf3744df,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0a07266e010c1bf41db64f8651ecbb1c14ed59a9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe738615e059c9ebd9b77eb0e8d116fe613464ad2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x48f11a0011b49dbc4a5221113bb8bc662e58ff0e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x30849b8d0c86d213920da8ac4cbe566181f49ff6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x66142b3c234c054ba91374732c10cea0f72390fe,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd049499e86f5ed97924eb90fd5b15b9691bbc009,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xc3ad866d04503a9806a5c45f50272c4d30dd106b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x031c99ec8b49c4a667db2303b3c7d223bf3c6dec,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe7292af83383cd066bf19c36cd2e05183254581f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8a48888ee3f7b0331fc2fa632620e0aadd188ee5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x18b248813b637b335a7cfc50c19ed31c2c20465d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x43eca2f58d8c371c5073fc382784a3a483005d6b,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x93fb057eec37abc11d955d1c09e6a0d218f35cff,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3014ca10b91cb3d0ad85fef7a3cb95bcac9c0f79,Upgradeable proxy,Variable local3 assigned outside the fallback function,1,1
0x307e2752e8b8a9c29005001be66b1c012ca9cdb7,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x50c784f86aae52d02335f66af154146aa4920f01,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x182da13e890c9b994d95df7f37fda1f929a48d4d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x60a81d7d792fd532664720fa9912130105b44ec3,Upgradeable proxy,Implementation address can be modified,1,1
0xfe2e637202056d30016725477c5da089ab0a043a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x81698276501b7f5aa61c8eece6c95f1a15a8adc1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x73f8406eaace2ce69ba49a67551464fda1d11f14,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7a863dba6a470a20315f47f1eca814b2af6ead6f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6908ac9d48f7d764e31d171d880561a05435b66e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x42f921176d56ee0ebefd31468b1d9a062f94f852,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x46a10465128abb8c2b3783caf372758227cf1510,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xea9c5add297a2957ddafe8142721f303876737ea,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1f554d8b1bb58697f5bf1d1fc3e98accd590e5c7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x371b9908a4fcc083a4e9e4872d77dda7cc1619ed,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6d075df51cdf493fb3aa09f33166a9815339b206,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd73516f175610b009c42dbd9baf75297b6492069,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd8d39bc1ce7e90dc945d0b5d1b365707573ee308,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x19d099670a21bc0a8211a89b84cedf59abb4377f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xee2f2212a64ec3f6bc0f7580e10c53cb38b57508,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x87a989ea29ed78c2d66abde787622078b89b0109,Not a proxy,No delegatecall found,0,1
0x0f6fcd1d7fdb5f1c70081cb6fcc4d6b25476a800,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd3e3a8de058645599b832a86262cdc8850930cda,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa17a0ff84447f43b6eb2989a28ae90f3020a5327,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbccbbc11a72985f25ade7cb3618da4e64f1bf138,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x19d1669f75182377d89726b5a7fd9c494de85a27,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa0fe740ed57c9fcb0a04e330824ad8ad574bc54c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x21e22315bcfcba1c02fc40903bf02b3bd78c6e13,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x1b7395d7d8b289a78920a87ce12160bacd304c51,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xf36eadc8c7321e858bacffec9d4c902f979482fc,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x79f78e3c06be03cb6c459eadfd8ab9f080e0c40b,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,Forward proxy,No assignments to local11 outside the fallback function,0,1
0x18c8684ea97546b2c543f38f36a7c22c92865c90,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x08b1ae4014b5b98d851c432b2a02599db937df60,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2673a7a49a209642c637f6dc6b80f6938eb38b18,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0aa4d2dd35418d63af13ea906ce3a088dec8d786,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x01d06f19ccd602b71b266539cf3aead0c13bddf2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1c5312fe3aeef652e5922b61e2aaa8827fe4b4cd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9d38d8bc4993ff4e8574b807290e8ef0676e1b98,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4a5beb31848778d65fc1913812a15a185b77cc6f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x124fd4a9bd4914b32c77c9ae51819b1181dbb3d4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb7896fce748396ecfc240f5a0d3cc92ca42d7d84,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa3f88652982a1c255245b3c0af7eb2f6b9969cfd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc785dec89611eb2f7171f1a44470d18237b30209,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbc2ae707132de00c3cd17d27c8439d4b5b2ee209,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe34b22cfc576aea97988755383017e8455b470cf,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x133611ef2684ddc30b8b6a8adf83644a32c69858,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe07356561cb18b3479667e6f9a03da393650c6b3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbd408612bacccbf14ff26ca0def859facc3673bd,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x2e3e705e7f97c2be22c647dcfc1119ebb47891aa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6d6e2e36367b7175acacb75b184bb8dbe9afe863,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfd557b7ab00abf7b4cf95440724ea5743b76132f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8d1237ebfa6a30110caf8bfff11c195f7b830167,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3b6325b1a7382b546a7ce9c44beea42b801275aa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x22f355dcd47933d160b5d8de42f218669aa501b7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x89cea15f68950df830dfe3630d635a9ed79478f5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x824192ab88f376fb73a804aebff70b4c8dd8d9b0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe1406825186d63980fd6e2ec61888f7b91c4bae4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa85333da5e5a48498f0a65a1a6521e0ceadd3efd,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x639d4f3f41daa5f4b94d63c2a5f3e18139ba9e54,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x159e0f920d4aa9dd22c9b6bd3374182035fe4272,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x105ee568dab631b8ff84f328bc48e95387dffb4f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf11702d591303d790c7b372e53fde348b82037de,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x8f5a6e6d18f8e3fdffc27fe7fe5804c2378f8310,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x285d362e41ccc116192a17d21a87f41fc26d32f9,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
